State_ID,State,Sex,Age Group,Education Level,Place of Birth,Year,Indicator,Count,Rate,filter1,filter2,filter1_nal
0,National,Unknown,All ages,All levels,All places,2008,Births registered within a year,2758,84.42,sex08,,sex08
0,National,All sexes,16-19,All levels,All places,2008,Births registered within a year,176780,87.7,age08,,age08
0,National,All sexes,All ages,College >,All places,2008,Low birthweight,21884,8.53,edu08,,edu08
0,National,Unknown,All ages,All levels,All places,2016,Premature birth,160,9.35,sex16,,sex16
0,National,All sexes,All ages,  Elementary,All places,2008,Births registered within a year,424911,86.93,edu08,,edu08
0,National,All sexes,All ages,All levels,Unknown,2008,Premature birth,1332,7.68,place08,,place08
0,National,All sexes,All ages,All levels,Health facility,2008,Births registered within a year,1670728,88.27,place08,,place08
0,National,All sexes,All ages,All levels,Unknown,2008,Births registered within a year,14286,82.34,place08,,place08
0,National,All sexes,All ages,  Elementary,All places,2010,Total fertility rate,4146,0.92,edu10,,edu10
0,National,All sexes,Unknown,All levels,All places,2016,Congenital anomalies,104,10.38,age16,,age16
0,National,All sexes,All ages,All levels,Home,2008,Total fertility rate,824,1.21,place08,,place08
0,National,All sexes,All ages,All levels,Street,2010,Births,616,100,place10,,place10
0,National,All sexes,All ages,College >,All places,2010,Premature birth,20318,8.12,edu10,,edu10
0,National,All sexes,30-39,All levels,All places,2011,Births registered within a year,454910,89.43,age11,,age11
0,National,All sexes,All ages,All levels,Home,2013,Births,50293,100,place13,,place13
0,National,All sexes,40+,All levels,All places,2008,Births,40724,100,age08,,age08
0,National,All sexes,Unknown,All levels,All places,2015,Premature birth,160,8.63,age15,,age15
0,National,All sexes,All ages,  Middle,All places,2016,Cesarean birth,304003,39.08,edu16,,edu16
0,National,All sexes,40+,All levels,All places,2011,Births registered within a year,34037,87.6,age11,,age11
0,National,All sexes,20-29,All levels,All places,2011,Low birthweight,56930,4.9,age11,,age11
0,National,Female,All ages,All levels,All places,2015,Low birthweight,58640,5.58,sex15,,sex15
0,National,All sexes,All ages,All levels,Health facility,2014,Births registered within a year,1934971,91.77,place14,,place14
0,National,Female,All ages,All levels,All places,2017,Congenital anomalies,79295,7.83,sex17,,sex17
0,National,All sexes,All ages,All levels,Street,2013,Congenital anomalies,66,10.44,place13,,place13
0,National,All sexes,40+,All levels,All places,2010,Premature birth,2856,10.17,age10,,age10
0,National,All sexes,20-29,All levels,All places,2009,Congenital anomalies,107398,10.4,age09,,age09
0,National,All sexes,All ages,   None,All places,2016,Births,78633,100,edu16,,edu16
0,National,All sexes,All ages,  Middle,All places,2012,Total fertility rate,10698,1.29,edu12,,edu12
0,National,All sexes,All ages,All levels,Home,2014,Premature birth,4848,9.61,place14,,place14
0,National,All sexes,All ages,College >,All places,2017,Congenital anomalies,26819,7.46,edu17,,edu17
0,National,All sexes,All ages,College >,All places,2008,Premature birth,20608,8.04,edu08,,edu08
0,National,All sexes,16-19,All levels,All places,2008,Congenital anomalies,24797,12.3,age08,,age08
0,National,Unknown,All ages,All levels,All places,2008,Low birthweight,339,10.38,sex08,,sex08
0,National,All sexes,40+,All levels,All places,2016,Congenital anomalies,3997,9.82,age16,,age16
0,National,Male,All ages,All levels,All places,2009,Births registered within a year,936087,89.05,sex09,,sex09
0,National,Unknown,All ages,All levels,All places,2014,Cesarean birth,777,41.4,sex14,,sex14
0,National,All sexes,16-19,All levels,All places,2014,Premature birth,24955,6.34,age14,,age14
0,National,Female,All ages,All levels,All places,2016,Premature birth,69167,6.77,sex16,,sex16
0,National,All sexes,All ages,All levels,Home,2015,Births,44784,100,place15,,place15
0,National,Female,All ages,All levels,All places,2016,Births,1021622,100,sex16,,sex16
0,National,All sexes,All ages,All levels,Home,2011,Births registered within a year,47529,87.18,place11,,place11
0,National,All sexes,All ages,College >,All places,2011,Low birthweight,17065,6.3,edu11,,edu11
0,National,All sexes,All ages,  Elementary,All places,2014,Total fertility rate,2783,0.78,edu14,,edu14
0,National,All sexes,All ages,College >,All places,2015,Births registered within a year,305716,92.25,edu15,,edu15
0,National,Male,All ages,All levels,All places,2016,Cesarean birth,484097,45.8,sex16,,sex16
0,National,Female,All ages,All levels,All places,2015,Total fertility rate,15207,1.45,sex15,,sex15
0,National,All sexes,All ages,   None,All places,2016,Total fertility rate,1069,1.36,edu16,,edu16
0,National,All sexes,All ages,  Elementary,All places,2011,Low birthweight,21576,4.91,edu11,,edu11
0,National,All sexes,All ages,  Middle,All places,2014,Premature birth,54538,6.66,edu14,,edu14
0,National,All sexes,All ages,College >,All places,2016,Births,353379,100,edu16,,edu16
0,National,All sexes,All ages,All levels,Street,2010,Premature birth,68,11.04,place10,,place10
0,National,All sexes,All ages,All levels,All places,2008,Total fertility rate,26031,1.17,time,,time
0,National,All sexes,All ages,College >,All places,2008,Births,256416,100,edu08,,edu08
0,National,All sexes,16-19,All levels,All places,2016,Congenital anomalies,28216,7.92,age16,,age16
0,National,All sexes,Unknown,All levels,All places,2016,Low birthweight,76,7.58,age16,,age16
0,National,All sexes,All ages,All levels,All places,2013,Cesarean birth,1014517,41.12,time,,time
0,National,All sexes,All ages,All levels,Home,2015,Births registered within a year,39644,88.52,place15,,place15
0,National,All sexes,Unknown,All levels,All places,2016,Cesarean birth,364,36.33,age16,,age16
0,National,All sexes,20-29,All levels,All places,2012,Births registered within a year,1080434,91.07,age12,,age12
0,National,Male,All ages,All levels,All places,2009,Births,1051202,100,sex09,,sex09
0,National,All sexes,All ages, High,All places,2017,Cesarean birth,280620,46.97,edu17,,edu17
0,National,Unknown,All ages,All levels,All places,2013,Births registered within a year,2043,89.37,sex13,,sex13
0,National,Female,All ages,All levels,All places,2011,Congenital anomalies,105921,9.99,sex11,,sex11
0,National,Unknown,All ages,All levels,All places,2010,Low birthweight,303,10.91,sex10,,sex10
0,National,All sexes,All ages,  Elementary,All places,2016,Low birthweight,16048,5.72,edu16,,edu16
0,National,All sexes,16-19,All levels,All places,2013,Births registered within a year,209970,91.54,age13,,age13
0,National,All sexes,All ages,All levels,Health facility,2016,Births,2032465,100,place16,,place16
0,National,Female,All ages,All levels,All places,2012,Premature birth,68712,6.37,sex12,,sex12
0,National,All sexes,All ages,All levels,All places,2014,Births registered within a year,1996061,91.68,time,,time
0,National,All sexes,All ages,All levels,Street,2017,Total fertility rate,10,4.57,place17,,place17
0,National,All sexes,16-19,All levels,All places,2016,Premature birth,23097,6.48,age16,,age16
0,National,Unknown,All ages,All levels,All places,2011,Low birthweight,255,8.79,sex11,,sex11
0,National,All sexes,All ages,College >,All places,2009,Low birthweight,14658,6.11,edu09,,edu09
0,National,All sexes,20-29,All levels,All places,2011,Cesarean birth,513570,44.24,age11,,age11
0,National,All sexes,All ages,All levels,Unknown,2010,Cesarean birth,7975,44.26,place10,,place10
0,National,All sexes,40+,All levels,All places,2011,Low birthweight,3006,7.74,age11,,age11
0,National,All sexes,All ages,   None,All places,2014,Births registered within a year,62765,89.53,edu14,,edu14
0,National,All sexes,All ages,   None,All places,2010,Total fertility rate,1120,1.16,edu10,,edu10
0,National,All sexes,All ages,All levels,Home,2012,Low birthweight,4174,7.75,place12,,place12
0,National,Unknown,All ages,All levels,All places,2011,Premature birth,182,6.27,sex11,,sex11
0,National,All sexes,All ages,College >,All places,2013,Total fertility rate,1999,0.67,edu13,,edu13
0,National,All sexes,All ages,All levels,Unknown,2009,Congenital anomalies,2245,14.39,place09,,place09
0,National,All sexes,All ages,All levels,All places,2017,Low birthweight,125534,6.08,time,,time
0,National,All sexes,All ages,All levels,Home,2013,Cesarean birth,13865,27.57,place13,,place13
0,National,Unknown,All ages,All levels,All places,2015,Births registered within a year,1377,88.1,sex15,,sex15
0,National,All sexes, <15,All levels,All places,2013,Premature birth,741,8.59,age13,,age13
0,National,All sexes,All ages,All levels,Health facility,2008,Total fertility rate,24716,1.31,place08,,place08
0,National,All sexes,30-39,All levels,All places,2017,Cesarean birth,279632,55.24,age17,,age17
0,National,All sexes,All ages,All levels,Street,2014,Congenital anomalies,90,13.66,place14,,place14
0,National,All sexes,40+,All levels,All places,2014,Premature birth,4934,11.74,age14,,age14
0,National,All sexes,All ages,College >,All places,2011,Total fertility rate,2146,0.79,edu11,,edu11
0,National,All sexes,All ages,   None,All places,2015,Births,92869,100,edu15,,edu15
0,National,All sexes,All ages,  Middle,All places,2016,Births,777945,100,edu16,,edu16
0,National,All sexes,40+,All levels,All places,2014,Congenital anomalies,4411,10.5,age14,,age14
0,National,All sexes,Unknown,All levels,All places,2011,Total fertility rate,135,1.31,age11,,age11
0,National,Unknown,All ages,All levels,All places,2013,Total fertility rate,84,3.67,sex13,,sex13
0,National,All sexes,All ages, High,All places,2008,Congenital anomalies,49963,11.28,edu08,,edu08
0,National,Female,All ages,All levels,All places,2017,Cesarean birth,454433,44.9,sex17,,sex17
0,National,All sexes,All ages,All levels,Home,2009,Births registered within a year,54195,85.11,place09,,place09
0,National,All sexes,40+,All levels,All places,2012,Cesarean birth,23136,57.35,age12,,age12
0,National,All sexes,All ages,   None,All places,2012,Low birthweight,4248,5.15,edu12,,edu12
0,National,All sexes,All ages,All levels,Home,2013,Births registered within a year,44452,88.39,place13,,place13
0,National,All sexes,All ages,All levels,All places,2008,Low birthweight,20895,0.94,time,,time
0,National,Female,All ages,All levels,All places,2011,Births,1060552,100,sex11,,sex11
0,National,All sexes,All ages,   None,All places,2012,Births registered within a year,72962,88.44,edu12,,edu12
0,National,All sexes,All ages,All levels,Unknown,2014,Congenital anomalies,1854,10.43,place14,,place14
0,National,Unknown,All ages,All levels,All places,2009,Congenital anomalies,310,12.16,sex09,,sex09
0,National,All sexes,All ages,   None,All places,2014,Births,70107,100,edu14,,edu14
0,National,Male,All ages,All levels,All places,2016,Births,1056919,100,sex16,,sex16
0,National,All sexes,20-29,All levels,All places,2010,Births registered within a year,898524,89.42,age10,,age10
0,National,All sexes,All ages,All levels,Unknown,2017,Total fertility rate,128,2.16,place17,,place17
0,National,Male,All ages,All levels,All places,2009,Cesarean birth,473357,45.03,sex09,,sex09
0,National,All sexes,All ages, High,All places,2013,Congenital anomalies,48773,8.01,edu13,,edu13
0,National,All sexes,All ages,All levels,All places,2009,Births registered within a year,1838835,79.22,time,,time
0,National,Female,All ages,All levels,All places,2009,Cesarean birth,439085,43.69,sex09,,sex09
0,National,Female,All ages,All levels,All places,2009,Low birthweight,49573,4.93,sex09,,sex09
0,National,Male,All ages,All levels,All places,2009,Congenital anomalies,115115,10.95,sex09,,sex09
0,National,All sexes,16-19,All levels,All places,2009,Cesarean birth,75467,35.09,age09,,age09
0,National,All sexes,20-29,All levels,All places,2009,Total fertility rate,13450,1.3,age09,,age09
0,National,All sexes,40+,All levels,All places,2009,Cesarean birth,23151,54.17,age09,,age09
0,National,All sexes,16-19,All levels,All places,2009,Premature birth,13355,6.21,age09,,age09
0,National,All sexes,40+,All levels,All places,2009,Premature birth,4191,9.81,age09,,age09
0,National,All sexes,16-19,All levels,All places,2009,Low birthweight,11601,5.39,age09,,age09
0,National,All sexes,20-29,All levels,All places,2009,Low birthweight,49221,4.77,age09,,age09
0,National,All sexes,30-39,All levels,All places,2009,Low birthweight,27905,5.63,age09,,age09
0,National,All sexes,All ages,All levels,Unknown,2011,Low birthweight,1054,4.82,place11,,place11
0,National,All sexes,All ages,  Middle,All places,2009,Cesarean birth,310941,40.72,edu09,,edu09
0,National,All sexes,All ages,  Middle,All places,2009,Premature birth,48433,6.34,edu09,,edu09
0,National,All sexes,All ages,  Middle,All places,2009,Congenital anomalies,79099,10.36,edu09,,edu09
0,National,All sexes,All ages,College >,All places,2014,Premature birth,25542,8.25,edu14,,edu14
0,National,All sexes,All ages,All levels,Home,2009,Total fertility rate,703,1.1,place09,,place09
0,National,All sexes,All ages,All levels,Unknown,2009,Cesarean birth,6583,42.2,place09,,place09
0,National,All sexes,All ages,All levels,Unknown,2009,Total fertility rate,417,2.67,place09,,place09
0,National,All sexes,All ages,All levels,Health facility,2009,Low birthweight,101201,5.11,place09,,place09
0,National,All sexes,All ages,All levels,Health facility,2009,Congenital anomalies,208144,10.52,place09,,place09
0,National,All sexes,All ages,All levels,Health facility,2009,Births registered within a year,1771285,89.48,place09,,place09
0,National,All sexes,Unknown,All levels,All places,2012,Cesarean birth,3835,40.95,age12,,age12
0,National,All sexes,All ages,  Middle,All places,2016,Low birthweight,45010,5.79,edu16,,edu16
0,National,All sexes,30-39,All levels,All places,2012,Premature birth,41597,8.11,age12,,age12
0,National,All sexes,All ages,All levels,Unknown,2017,Premature birth,429,7.23,place17,,place17
0,National,Unknown,All ages,All levels,All places,2012,Births registered within a year,2158,88.44,sex12,,sex12
0,National,All sexes, <15,All levels,All places,2017,Total fertility rate,666,1.68,age17,,age17
0,National,All sexes,All ages,  Elementary,All places,2011,Premature birth,26092,5.94,edu11,,edu11
0,National,All sexes,All ages,All levels,Unknown,2016,Births registered within a year,4874,87.74,place16,,place16
0,National,All sexes,All ages, High,All places,2014,Low birthweight,35167,5.66,edu14,,edu14
0,National,All sexes,All ages,All levels,Home,2009,Cesarean birth,15977,25.09,place09,,place09
0,National,All sexes,All ages,   None,All places,2009,Premature birth,6433,6.86,edu09,,edu09
0,National,Unknown,All ages,All levels,All places,2008,Premature birth,255,7.81,sex08,,sex08
0,National,All sexes,Unknown,All levels,All places,2012,Births registered within a year,8454,90.27,age12,,age12
0,National,All sexes,All ages,College >,All places,2015,Congenital anomalies,25686,7.75,edu15,,edu15
0,National,All sexes,30-39,All levels,All places,2017,Births,506252,100,age17,,age17
0,National,All sexes,All ages,  Elementary,All places,2014,Births,356732,100,edu14,,edu14
0,National,Male,All ages,All levels,All places,2017,Cesarean birth,485164,46.17,sex17,,sex17
0,National,All sexes,All ages,All levels,Health facility,2011,Cesarean birth,952406,45.56,place11,,place11
0,National,All sexes,40+,All levels,All places,2013,Total fertility rate,339,0.67,age13,,age13
0,National,All sexes,All ages,All levels,All places,2013,Low birthweight,121968,4.94,time,,time
0,National,All sexes,All ages, High,All places,2013,Total fertility rate,7171,1.18,edu13,,edu13
0,National,All sexes,All ages, High,All places,2011,Births,552563,100,edu11,,edu11
0,National,All sexes,16-19,All levels,All places,2008,Low birthweight,18281,9.07,age08,,age08
0,National,All sexes,All ages,All levels,Unknown,2014,Total fertility rate,223,1.25,place14,,place14
0,National,All sexes,40+,All levels,All places,2010,Low birthweight,2138,7.61,age10,,age10
0,National,All sexes,All ages,All levels,Street,2010,Births registered within a year,547,88.8,place10,,place10
0,National,Female,All ages,All levels,All places,2009,Births,1004957,100,sex09,,sex09
0,National,All sexes,All ages,All levels,Health facility,2009,Births,1979429,100,place09,,place09
0,National,All sexes,20-29,All levels,All places,2014,Births,1178549,100,age14,,age14
0,National,All sexes,30-39,All levels,All places,2017,Births registered within a year,464030,91.66,age17,,age17
0,National,All sexes,All ages,All levels,All places,2016,Low birthweight,123678,5.95,time,,time
0,National,All sexes,All ages,  Middle,All places,2014,Cesarean birth,333760,40.73,edu14,,edu14
0,National,Male,All ages,All levels,All places,2014,Cesarean birth,524250,47.19,sex14,,sex14
0,National,All sexes,All ages,All levels,Street,2015,Births registered within a year,579,89.21,place15,,place15
0,National,All sexes,All ages,All levels,Unknown,2015,Premature birth,681,7.35,place15,,place15
0,National,All sexes,30-39,All levels,All places,2013,Births registered within a year,476725,91.25,age13,,age13
0,National,All sexes, <15,All levels,All places,2011,Cesarean birth,17933,37.25,age11,,age11
0,National,All sexes,30-39,All levels,All places,2011,Total fertility rate,4261,0.84,age11,,age11
0,National,All sexes,Unknown,All levels,All places,2015,Congenital anomalies,206,11.11,age15,,age15
0,National,All sexes,All ages,  Elementary,All places,2015,Congenital anomalies,28813,9.02,edu15,,edu15
0,National,All sexes,40+,All levels,All places,2016,Low birthweight,3994,9.81,age16,,age16
0,National,All sexes,16-19,All levels,All places,2011,Premature birth,24526,6.13,age11,,age11
0,National,All sexes,30-39,All levels,All places,2012,Congenital anomalies,48704,9.49,age12,,age12
0,National,All sexes,All ages,   None,All places,2016,Cesarean birth,27228,34.63,edu16,,edu16
0,National,All sexes,All ages,All levels,Home,2012,Congenital anomalies,6472,12.02,place12,,place12
0,National,All sexes,Unknown,All levels,All places,2016,Premature birth,89,8.88,age16,,age16
0,National,All sexes,All ages,All levels,All places,2009,Low birthweight,14039,0.6,time,,time
0,National,All sexes,All ages,  Middle,All places,2015,Total fertility rate,12310,1.56,edu15,,edu15
0,National,All sexes,Unknown,All levels,All places,2011,Low birthweight,732,7.1,age11,,age11
0,National,All sexes,All ages,All levels,All places,2012,Premature birth,147831,6.7,time,,time
0,National,Male,All ages,All levels,All places,2017,Total fertility rate,16933,1.61,sex17,,sex17
0,National,All sexes,All ages,All levels,Home,2015,Low birthweight,3814,8.52,place15,,place15
0,National,All sexes, <15,All levels,All places,2012,Births,48641,100,age12,,age12
0,National,All sexes,All ages,All levels,Street,2016,Low birthweight,12,5.29,place16,,place16
0,National,Female,All ages,All levels,All places,2009,Births registered within a year,900509,89.61,sex09,,sex09
0,National,All sexes,All ages,All levels,Home,2017,Total fertility rate,730,1.68,place17,,place17
0,National,All sexes, <15,All levels,All places,2010,Low birthweight,1841,6.35,age10,,age10
0,National,All sexes,All ages, High,All places,2015,Cesarean birth,288480,47.29,edu15,,edu15
0,National,All sexes,Unknown,All levels,All places,2012,Premature birth,783,8.36,age12,,age12
0,National,Unknown,All ages,All levels,All places,2015,Births,1563,100,sex15,,sex15
0,National,Male,All ages,All levels,All places,2010,Total fertility rate,12728,1.2,sex10,,sex10
0,National,All sexes,Unknown,All levels,All places,2016,Births registered within a year,898,89.62,age16,,age16
0,National,All sexes,All ages,College >,All places,2010,Births,250283,100,edu10,,edu10
0,National,All sexes,All ages,All levels,Home,2012,Premature birth,4997,9.28,place12,,place12
0,National,All sexes,All ages,College >,All places,2015,Total fertility rate,4903,1.48,edu15,,edu15
0,National,Unknown,All ages,All levels,All places,2009,Total fertility rate,204,8,sex09,,sex09
0,National,Unknown,All ages,All levels,All places,2011,Congenital anomalies,332,11.44,sex11,,sex11
0,National,Female,All ages,All levels,All places,2014,Total fertility rate,10587,0.99,sex14,,sex14
0,National,All sexes,All ages,All levels,Health facility,2013,Total fertility rate,22727,1.07,place13,,place13
0,National,All sexes,16-19,All levels,All places,2011,Low birthweight,21612,5.4,age11,,age11
0,National,All sexes,All ages,All levels,All places,2017,Cesarean birth,940206,45.54,time,,time
0,National,Female,All ages,All levels,All places,2009,Premature birth,62850,6.25,sex09,,sex09
0,National,All sexes,All ages,  Elementary,All places,2015,Cesarean birth,112407,35.17,edu15,,edu15
0,National,All sexes,All ages,  Middle,All places,2009,Births registered within a year,684550,89.64,edu09,,edu09
0,National,All sexes,All ages,   None,All places,2008,Cesarean birth,16831,25.83,edu08,,edu08
0,National,Unknown,All ages,All levels,All places,2010,Premature birth,210,7.56,sex10,,sex10
0,National,All sexes,30-39,All levels,All places,2016,Births registered within a year,463964,91.71,age16,,age16
0,National,All sexes,All ages,All levels,Home,2015,Congenital anomalies,5140,11.48,place15,,place15
0,National,All sexes,All ages,  Middle,All places,2013,Births registered within a year,758994,91.9,edu13,,edu13
0,National,Male,All ages,All levels,All places,2008,Premature birth,69311,6.88,sex08,,sex08
0,National,All sexes,All ages,All levels,All places,2008,Births,246526,11.08,time,,time
0,National,All sexes,All ages,All levels,Unknown,2011,Congenital anomalies,2215,10.13,place11,,place11
0,National,All sexes,20-29,All levels,All places,2012,Congenital anomalies,105974,8.93,age12,,age12
0,National,All sexes,All ages,All levels,Unknown,2015,Total fertility rate,164,1.77,place15,,place15
0,National,All sexes,All ages,All levels,Unknown,2017,Births,5937,100,place17,,place17
0,National,All sexes,30-39,All levels,All places,2010,Low birthweight,25614,5.89,age10,,age10
0,National,All sexes,20-29,All levels,All places,2010,Low birthweight,48153,4.79,age10,,age10
0,National,All sexes, <15,All levels,All places,2009,Premature birth,768,7.27,age09,,age09
0,National,All sexes,All ages,College >,All places,2009,Total fertility rate,2225,0.93,edu09,,edu09
0,National,All sexes,All ages,   None,All places,2015,Premature birth,6389,6.88,edu15,,edu15
0,National,All sexes,All ages,All levels,Street,2017,Premature birth,20,9.13,place17,,place17
0,National,All sexes,All ages,  Elementary,All places,2011,Cesarean birth,152897,34.81,edu11,,edu11
0,National,Female,All ages,All levels,All places,2013,Low birthweight,57344,5.34,sex13,,sex13
0,National,Male,All ages,All levels,All places,2014,Births registered within a year,1015902,91.44,sex14,,sex14
0,National,All sexes,All ages,  Middle,All places,2014,Births,819432,100,edu14,,edu14
0,National,All sexes,All ages,All levels,Home,2008,Premature birth,5832,8.54,place08,,place08
0,National,All sexes,All ages,  Middle,All places,2016,Premature birth,53440,6.87,edu16,,edu16
0,National,All sexes,16-19,All levels,All places,2017,Total fertility rate,5420,1.52,age17,,age17
0,National,All sexes,All ages,All levels,All places,2009,Total fertility rate,3528,0.15,time,,time
0,National,All sexes,All ages,  Middle,All places,2011,Cesarean birth,326735,40.22,edu11,,edu11
0,National,All sexes,All ages,  Elementary,All places,2013,Total fertility rate,3053,0.79,edu13,,edu13
0,National,All sexes,All ages,  Elementary,All places,2015,Births,319603,100,edu15,,edu15
